Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/09/2024,06/11/2024,TST* ROWDY ROOSTER MIDTOW,Food & Drink,Sale,-17.42,
06/09/2024,06/10/2024,DUANE READE #14125,Health & Wellness,Sale,-9.56,
06/09/2024,06/10/2024,T J MAXX #1208,Shopping,Sale,-27.19,
06/10/2024,06/10/2024,LYFT   *1 RIDE 06-08,Travel,Sale,-50.90,
06/09/2024,06/10/2024,IKEA BROOKLYN REST,Food & Drink,Sale,-1.63,
06/09/2024,06/10/2024,IKEA BROOKLYN REST,Food & Drink,Sale,-12.51,
06/08/2024,06/09/2024,TST* 7TH STREET BURGER -,Food & Drink,Sale,-7.07,
06/07/2024,06/09/2024,TST* TACOMBI - FIDI,Food & Drink,Sale,-82.29,
06/08/2024,06/09/2024,T J MAXX #1208,Shopping,Sale,-21.76,
06/08/2024,06/09/2024,BAR* AVANTGARDNER 2024,Personal,Sale,-44.60,
06/08/2024,06/09/2024,DD/BR #337561 Q35,Food & Drink,Sale,-19.02,
06/05/2024,06/06/2024,TST* 230 FIFTH,Food & Drink,Sale,-55.00,
06/02/2024,06/04/2024,TST* WILLIAMSBURG PIZZA -,Food & Drink,Sale,-4.75,
06/03/2024,06/04/2024,TST* HUTCH AND WALDO 81ST,Food & Drink,Sale,-19.86,
06/03/2024,06/04/2024,10086 CAVA WALL STREET,Food & Drink,Sale,-28.03,
06/03/2024,06/04/2024,HUDSON &amp; CO.,Food & Drink,Sale,-54.00,
06/03/2024,06/03/2024,AUTOMATIC PAYMENT - THANK,,Payment,774.39,
06/03/2024,06/03/2024,LYFT   *2 RIDES 06-01,Travel,Sale,-58.02,
06/01/2024,06/03/2024,BRADYS,Food & Drink,Sale,-11.23,
06/01/2024,06/02/2024,DUANE READE #14236,Health & Wellness,Sale,-8.99,
05/31/2024,06/02/2024,LAX AIRP URTH CAFFE T 1,Food & Drink,Sale,-12.03,
06/02/2024,06/02/2024,LYFT   *1 RIDE 05-31,Travel,Sale,-17.95,
05/30/2024,06/02/2024,CHINA EXPRESS.,Food & Drink,Sale,-48.64,
05/31/2024,06/02/2024,BLUE NOTE STL,Food & Drink,Sale,-20.00,
05/28/2024,05/30/2024,HIRONORI CRAFT RAMEN- SAN,Food & Drink,Sale,-1.12,
05/27/2024,05/27/2024,Supercuts,Health & Wellness,Sale,-33.00,
05/19/2024,05/20/2024,TST* GIN RUMMY,Food & Drink,Sale,-59.58,
05/19/2024,05/20/2024,SP HAYA COFFEE,Groceries,Sale,-6.00,
05/18/2024,05/19/2024,BEVERAGES &amp; MORE #161,Shopping,Sale,-51.92,
05/15/2024,05/17/2024,IN-N-OUT TUSTIN,Food & Drink,Sale,-12.66,
05/11/2024,05/12/2024,REG MARKET PLACE  1048,Entertainment,Sale,-42.00,
05/05/2024,05/06/2024,CREME REDONDO LLC,Food & Drink,Sale,-209.00,
05/03/2024,05/05/2024,DA MAAT KOREAN REST.,Food & Drink,Sale,-126.00,
05/04/2024,05/05/2024,REDONDO BEACH GROCE,Groceries,Sale,-11.21,
05/03/2024,05/03/2024,AUTOMATIC PAYMENT - THANK,,Payment,961.83,
04/26/2024,04/28/2024,COFFEE COMMISSARY- DEL RE,Food & Drink,Sale,-6.61,
04/24/2024,04/25/2024,SQ *BIG WOK BAR B Q INC,Food & Drink,Sale,-54.65,
04/22/2024,04/23/2024,CSC SERVICEWORK,Food & Drink,Sale,-2.50,
04/19/2024,04/21/2024,NAYAX AIR 2,Automotive,Sale,-2.00,
04/19/2024,04/21/2024,8113 GREAT CLIPS AT PLAZA,Personal,Sale,-30.00,
04/18/2024,04/19/2024,ROOTS INDIAN BISTRO,Food & Drink,Sale,-150.00,
04/17/2024,04/19/2024,LADOT METER PARKING,Travel,Sale,-2.00,
04/17/2024,04/18/2024,PINKS HOT DOGS,Food & Drink,Sale,-11.77,
04/13/2024,04/15/2024,STARBUCKS STORE 05349,Food & Drink,Sale,-3.11,
04/13/2024,04/14/2024,PHO HOUSE,Food & Drink,Sale,-120.00,
04/12/2024,04/14/2024,COSTCO WHSE #0671,Shopping,Sale,-1.65,
04/13/2024,04/14/2024,NOAH'S BAGELS #2500,Food & Drink,Sale,-9.75,
04/13/2024,04/14/2024,NOAH'S BAGELS #2500,Food & Drink,Sale,-8.87,
04/06/2024,04/07/2024,SMART AND FINAL 599,Groceries,Sale,-25.27,
04/02/2024,04/04/2024,CULVER CITY CHEVRON,Automotive,Sale,-2.00,
04/03/2024,04/03/2024,AUTOMATIC PAYMENT - THANK,,Payment,499.59,
04/01/2024,04/03/2024,VONS #1623,Groceries,Sale,-18.62,
03/31/2024,04/01/2024,TST* MARTHAS 22ND STREET,Food & Drink,Sale,-43.00,
03/31/2024,04/01/2024,HERMOSA BEACH PARKING,Travel,Sale,-2.00,
03/30/2024,03/31/2024,CITYOFSAC-PARKMOBILE,Travel,Sale,-3.42,
03/29/2024,03/31/2024,IN-N-OUT REDONDO BEACH,Food & Drink,Sale,-10.24,
03/29/2024,03/31/2024,TST* BARSHA RESTAURANT,Food & Drink,Sale,-165.00,
03/29/2024,03/31/2024,TST* THE BRIG,Food & Drink,Sale,-27.00,
03/22/2024,03/25/2024,CARLS JR 599,Food & Drink,Sale,-9.02,
03/16/2024,03/18/2024,THUNDERBOLT RESTAURANT,Food & Drink,Sale,-60.00,
03/13/2024,03/15/2024,TRADER JOE S #034,Groceries,Sale,-5.56,
03/14/2024,03/14/2024,LYFT   *1 RIDE 03-12,Travel,Sale,-33.85,
03/12/2024,03/14/2024,TRADER JOE S #034,Groceries,Sale,-26.60,
03/12/2024,03/13/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-11.14,
03/12/2024,03/13/2024,Subway 45790,Food & Drink,Sale,-7.71,
03/10/2024,03/12/2024,TST* SPOT DESSERT BAR - 1,Food & Drink,Sale,-43.62,
03/11/2024,03/11/2024,MISI RESTAURANT,Food & Drink,Sale,-105.00,
03/10/2024,03/11/2024,SQ *BLUE BOTTLE COFFEE,Food & Drink,Sale,-9.44,
03/09/2024,03/11/2024,TST* HANOI HOUSE,Food & Drink,Sale,-65.98,
03/10/2024,03/11/2024,TST* DOUBLE CHICKEN PLEAS,Food & Drink,Sale,-79.92,
03/09/2024,03/10/2024,LYFT   *RIDE THU 6AM,Travel,Sale,-76.70,
03/08/2024,03/10/2024,SQ *PATISSERIE VANESSA,Food & Drink,Sale,-32.88,
03/07/2024,03/08/2024,SQ *AU ZA'ATAR,Food & Drink,Sale,-101.50,
03/07/2024,03/08/2024,SQ *787 COFFEE,Food & Drink,Sale,-11.50,
03/07/2024,03/08/2024,SQ *UNCLE VINNYS PIZZERIA,Groceries,Sale,-10.13,
03/01/2024,03/03/2024,IN-N-OUT REDONDO BEACH,Food & Drink,Sale,-8.71,
02/29/2024,03/01/2024,Payment Thank You - Web,,Payment,3543.42,
02/26/2024,02/28/2024,PEPBOYS STORE  814,Automotive,Sale,-0.25,
02/25/2024,02/26/2024,SOUTHERN SPICE INDIAN,Food & Drink,Sale,-131.31,
02/24/2024,02/25/2024,IN-N-OUT REDONDO BEACH,Food & Drink,Sale,-11.94,
02/21/2024,02/23/2024,TRADER JOE S #034,Groceries,Sale,-8.97,
02/21/2024,02/22/2024,RALPHS 0166,Groceries,Sale,-6.30,
02/20/2024,02/21/2024,EXXON HANNA HANNA,Gas,Sale,-1.19,
02/19/2024,02/20/2024,SAIGON DISH,Food & Drink,Sale,-15.00,
02/17/2024,02/20/2024,BIENTANG'S CAVE,Food & Drink,Sale,-30.60,
02/18/2024,02/20/2024,SANBI WALTER SISULU BOTAN,Entertainment,Sale,-23.37,
02/16/2024,02/20/2024,FISH ON THE ROCKS,Food & Drink,Sale,-1.90,
02/20/2024,02/20/2024,Payment Thank You-Mobile,,Payment,3000.00,
02/19/2024,02/20/2024,SAIGON MARKET,Groceries,Sale,-5.64,
02/18/2024,02/19/2024,Yoco   *Time Out Marke,Groceries,Sale,-8.50,
02/18/2024,02/19/2024,CHICKEN RUN      112086,Food & Drink,Sale,-6.75,
02/16/2024,02/18/2024,KAUAI MUIZENBERG,Food & Drink,Sale,-8.14,
02/17/2024,02/18/2024,GROVES CAFE      138239,Food & Drink,Sale,-2.07,
02/16/2024,02/18/2024,KILIMANJARO COFFEE (PT,Food & Drink,Sale,-4.81,
02/16/2024,02/18/2024,OK MINIMARK HOUT BAY,Groceries,Sale,-3.77,
02/17/2024,02/18/2024,GROVES CAFE      138239,Food & Drink,Sale,-1.27,
02/16/2024,02/18/2024,OK MINIMARK HOUT BAY,Groceries,Sale,-7.15,
02/12/2024,02/13/2024,LUKIMBI SAFARI L,Travel,Sale,-60.83,
02/08/2024,02/11/2024,TASTE LA GRAB &amp; GO LAX,Food & Drink,Sale,-7.65,
02/08/2024,02/11/2024,THE COUNTER T7 LAX,Food & Drink,Sale,-21.34,
02/07/2024,02/09/2024,NORDSTROM RACK #0370,Shopping,Return,21.87,
02/07/2024,02/09/2024,IN-N-OUT TORRANCE,Food & Drink,Sale,-18.15,
02/06/2024,02/08/2024,TRADER JOE S #034,Groceries,Sale,-3.99,
02/06/2024,02/08/2024,TRADER JOE S #034,Groceries,Sale,-14.59,
02/08/2024,02/08/2024,Uniqlo USA LLC,Shopping,Sale,-52.58,
02/05/2024,02/07/2024,SAIGON DISH,Food & Drink,Sale,-30.32,
02/06/2024,02/07/2024,CSC SERVICEWORK,Food & Drink,Sale,-2.50,
02/05/2024,02/06/2024,NORDSTROM RACK #0370,Shopping,Sale,-117.03,
02/04/2024,02/06/2024,IN-N-OUT TORRANCE,Food & Drink,Sale,-19.97,
02/04/2024,02/06/2024,TRADER JOE S #121,Groceries,Sale,-60.81,
02/05/2024,02/06/2024,CVS/PHARMACY #10795,Health & Wellness,Sale,-12.93,
02/02/2024,02/05/2024,GAYA TOFU GRILL,Food & Drink,Sale,-35.41,
02/03/2024,02/04/2024,SQ *BEST DONUTS &amp; BAGELS,Food & Drink,Sale,-2.25,
02/02/2024,02/04/2024,MACYS  DEL AMO,Shopping,Sale,-272.25,
02/01/2024,02/04/2024,ARTELICE SAWTELLE,Food & Drink,Sale,-13.75,
02/03/2024,02/04/2024,SQ *JUS' POKE,Food & Drink,Sale,-22.03,
02/03/2024,02/04/2024,HERMOSA BEACH PARKING,Travel,Sale,-2.50,
02/03/2024,02/04/2024,TST* MARTHAS 22ND STREET,Food & Drink,Sale,-50.00,
02/01/2024,02/02/2024,IN-N-OUT REDONDO BEACH,Food & Drink,Sale,-33.71,
02/01/2024,02/01/2024,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
01/24/2024,01/26/2024,TRADER JOE S #034,Groceries,Sale,-14.04,
01/22/2024,01/24/2024,SPROUTS FARMERS MAR,Groceries,Sale,-21.57,
01/22/2024,01/23/2024,FIRST CLASS VENDING 80051,Food & Drink,Sale,-1.85,
01/20/2024,01/22/2024,HELLS KITCHEN,Food & Drink,Sale,-646.28,
01/20/2024,01/22/2024,ARIA CARBONE,Food & Drink,Sale,-457.00,
01/21/2024,01/22/2024,TACO BELL #032366,Food & Drink,Sale,-36.42,
01/19/2024,01/21/2024,LAZ PKG 400160 CLOVER FL,Travel,Sale,-44.10,
01/19/2024,01/21/2024,CAESERS BACCHANAL BUFFET,Food & Drink,Sale,-552.65,
01/18/2024,01/19/2024,CVS/PHARMACY #10795,Health & Wellness,Sale,-18.58,
01/17/2024,01/18/2024,PEDIATRIC EYE CARE,Health & Wellness,Sale,-120.00,
01/12/2024,01/14/2024,Idube Game Lodge,Travel,Sale,-1852.56,
01/12/2024,01/14/2024,Lukimbi,Travel,Sale,-2062.60,
